;TEXT
Tweet588;"O Brasil não aguenta mais Não vamos desistir do BrasilVamos de LulaNoPrimeiroTurno Para acabar essa agonia do ódio seja do Bolsonaro seja do Ciro
"
Tweet589;"                               
"
Tweet590;"Difícil cirão Iniciei este ano disposto a votar em vc Sou filiado ao PDT desde 1998 Porém vc hj é o principal aliado do bsonaro Todos bolsominios que conheço hj citam vc Até o Ciro falou q se o Lula entrar dia 1⁰ ocorre uma guerra civil no país essa ouvi hj
"
Tweet591;"pois é cada vez mais claro que ciru apoia o bostonaro talvez seja ministro também affff pensar que votei neste pulha em 2018 ai que raiva me dá por ter acreditado neste coronézinho
"
Tweet592;"Que tiro no pé Uma boa parte do seu eleitorado não odeia o Lula e mesmo assim você insiste em difamálo Eu votei em você porque te achava mais preparado e racional Não mais Uma família toda que votou em você não o fará novamente desta vez
"
Tweet593;"Vote nele de qualquer jeito sabemos que ele é o mais capacitado para a presidência e bobeira todos falam sem pensar
"
Tweet594;"Que tiro no pé Uma boa parte do seu eleitorado não odeia o Lula e mesmo assim você insiste em difamálo Eu votei em você porque te achava mais preparado e racional Não mais Uma família toda que votou em você não o fará novamente desta vez
"
Tweet595;"Vote nele de qualquer jeito sabemos que ele é o mais capacitado para a presidência e bobeira todos falam sem pensar
"
Tweet596;"Nossa engraçado Não tenho visto a Dilma com o Lula Por que será
"
Tweet597;"PrefiroCiro
"
Tweet598;"Se perdeu no personagem Agora pra tirar a fantasia ficou tarde
"
Tweet599;"Risos
"
Tweet600;"
"
Tweet601;"Estou achando que o Ciro Gomes acaba a carreira política dele nessa eleição
"
Tweet602;"Talvez seja por essa proximidade que o Ciro tem tanta propriedade pra falar mesmo nunca tendo sido petista É só uma pena que ele não tenha contado tudo aindaTanto condiz que desde 2006 ele critica publicamente
"
Tweet603;"E o teu ódio pelo PT o que dizer
"
Tweet604;"vou te ajudar vc não consegue convencer nem os próprios irmãos 
"
Tweet605;"cirogomes q podre hein
"
Tweet606;"A blogueira militante Lulista AndreiaSadi está revoltada com os ataques Q cirogomes tem direcionado ao seu amigo ex presidiário Sadi está com ódio do Ciro 
"
Tweet607;"Até o Gal Heleno está usando o Twitter dele como exemplo pros apoiadores do genocida
"
Tweet608;"Gente  o CIRO GOMES é tão safado que perde a eleição para presidente até na cidade Dele  Sobral  CE  que é administrada pela oligarquia família Gomes  Já votei pra esse sujeito agora nunca mais  É Lula lá 
"
Tweet609;"Palhaçada da sua parte
"
Tweet610;"Fala muito importante da jornalistaAndreiaSadi falando sobre o movimento de cirogomes  e de como ele fortalece o Bolsonarismo Bolsonaro não poderia ter melhor cabo eleitoral
"
Tweet611;"Rsrsrs cirogomes é um tonto egocêntrico Virou um simples fantoche no meio de uma disputa
"
Tweet612;"octavioguedes AndreiaSadi 
"
Tweet613;"Já faz dias que o ZAP ZAP dos Bozos está lotado de vídeos do Ciro atacando o Lula a Dilma e o PT cirogomes é 5ª coluna do Bolsonarismo
"
Tweet614;"Kkk
"
Tweet615;"Ciro também e um dos responsáveis pela Vitória do Bolsonaro pelo avanço do radicalismo e por essa mque está o Brasil se tivesse apoiado Haddad no 2 turno não teria existido esse câncer chamado Bolsonaro Covardao foi para a França  Sim Ciro Gomes vc tbm e responsável
"
Tweet616;"CIRO GOMES PRETENDE MUDAR O BRASIL PORQUE O POVO BRASILEIRO MERECE COMO NOS FALA D QUIXOTEPrefiraCiro
"
Tweet617;"Aqui abaixo a prova cabal que ter uma arma só dá a oportunidade do ladrão ter duas armas depôs de te assaltar
"
Tweet618;"Vai Ciro Gomes acaba com o PDT de uma vez
"
Tweet619;"Bolsonaro ta conseguindo a proeza de devolver o  pro L ulaÉNEAS DIZIAPara se pilotar um avião se exige treinamento e preparo para se dirigir uma escola se exige ESTUDO mas para ser presidente da república não se exige nadaAgora é Ciro Gomes 12 no 2º turno
"
Tweet620;"
"
Tweet621;"Era nessa parte que eu tinha interesse  obrigado por me lembrar perda de tempo eles não  sabem chegar nessa parte
"
Tweet622;"PERGUNTA Num EVENTUAL segundo turno entre cirogomes e jairbolsonaro o senhor vai apoiar quem
"
Tweet623;"Cirovocê se tornou ou sempre foi linha auxiliar do bolsonaroA pergunta para a qual hoje obtivemos a resposta
"
Tweet624;"PERGUNTA Num EVENTUAL segundo turno entre cirogomes e jairbolsonaro o senhor vai apoiar quem
"
Tweet625;"Vc  nunca mais será eleito para nada
"
Tweet626;"Xô urubu
"
Tweet627;"Eu sou eleitor do cirogomes mas partilho de vossa opinião
"
Tweet628;"Calado seu boiCiroPresidente12
"
Tweet629;"PERGUNTA Num EVENTUAL segundo turno entre cirogomes e jairbolsonaro o senhor vai apoiar quem
"
Tweet630;"Constrangedores estão vocês no estudioi todos emocionadinhos pq cirogomes está dizendo verdades sobre o painho matusalenzinho Magoadinhos OwnnnnnnnPDTNacional  ia votar nulo agora vou de CIRONemLulaNemBolsonaro
"
Tweet631;"Vc falando de ódio vc tava cuspindo marimbondo num video que circula xingando e quase acredindo militantes Me poupe dessa dissimulação o povo não é bobo poucos se deixam enganar
"
Tweet632;"
"
Tweet633;"cirogomes agora é linha auxiliar de Bolsonaro CarlosLupiPDT PDTNacional 
"
Tweet634;"Vamos fazendo nosso mister de levar CIRO GOMES ao Planalto e contamos com uma televisão
"
Tweet635;"O BOLSOCIRISMO ESTA COM TUDO
"
Tweet636;"Vcs acham piadoca esse apoio ao fascismo
"
Tweet637;"Falsidade da sua parte
"
Tweet638;"Quem polariza idêntico aos b em 18 é o Ciro E polariza falando mal do único candidato de esquerda e a favor do único candidato de extremadireitaA candidatura dele é uma escada pro B a quem ele abana o rabinho pra 2026
"
Tweet639;"Pesquisa IPEC 05 setembroLula dá mais uma SURRA em BolsonaroLulaNoPrimeiroTurno Dos 14 da 3a via5 pontos percentuais pp vão pescar e justificar o voto ou pagar a multa de 3 reais6 pp vão para Lula 3 pp para Bolsonaro       DataMauricio 
"
Tweet640;"Não foi ele que pediu pro Datena ser vice duas vezes e nas duas levou um não na caraComo que um cara que não tem capacidade nem de negociar um vice de outro partido vai conseguir passar o plano dele Com plebiscitos todo domingo Não existe governabilidade no Ciro
"
Tweet641;"Volte em 2026 terás meu voto mais esse ano é lula2022 Não trabalhe pro inimigo cirogomes
"
Tweet642;"Mano 
"
Tweet643;"Ciro Gomes o traíra
"
Tweet644;"PrefiroCiroDesindustrializa o país e agora quer voltar É um ignorante estúpido Explora a confiança q o povo humilde tem nele Não tem NENHUMA noção de Estratégia de Desenvolvimento de Projeto Nacional Não merece outra chance Triste Brasil
"
Tweet645;"Nino Lula é o grande responsável pelo q estamos vivendo hoje Lula DESINDUSTRIALIZOU o Brasil Lula 2 durante 3 anos disse Ciro será meu sucessor Em 2010 botou Dilma Temer vice contra alertas do Ciro 2018 deveria ter apoiado Ciro mas preferiu perder pro Bozo
"
Tweet646;"Nunca será presidente cirogomes Vc se assemelha ao Bozo
"
Tweet647;"Desiste Ciro
"
Tweet648;"Observo que várias cascas de bananas são jogadas no caminho do cirogomes  para que ele perca o foco e se distraia com temas que não ajudam a impulsionar a campanha Vários blogs quando ele é entrevistado perguntam muito sobre os concorrentes e falam pouco das propostas dele
"
Tweet649;"Credo ainda bem que o Ciro nunca foi opção
"
Tweet650;"Para pô vai querer meter essa Nem você acredita nesse teu papinho tá tão alinhado com a direita que tá viciado em mentir
"
Tweet651;"A militância de Ciro Gomes está atravessando o momento mais importante dos últimos 4 anosA UNIÃO nunca foi tão necessária para enfrentar o que está vindo para cima de nossa campanhaVamos fazer picadinho dessa matilha liderada por Janones Gleisi e RandolfeCiro 
"
Tweet652;"É o modelo que tem e até o momento Ciro Gomes não disse como vai mudar isso Sendo se chegar lá faria o mesmo Inclusive esse é o modelo da República em qualquer país Vá estudar robozinho e para de colar a mesma foto Sua chatisse só piora a situação do seu candidato
"
Tweet653;"Com o União Brasil vc vai mudar o que rapá Deixa de conversa mole
"
Tweet654;"O Lula pra estar no poder nunca fez força pra tirar o Bolsonaro da presidência pq sabia que essa polarização favorecia eleTem fundamento Mas o Saco de Tolete fez movimentos a fim d evitar o Impeachment N faltaram pedidos de processo Politicamente n iria rolar
"
Tweet655;"Desisti tbmnão voto nem pra síndico
"
Tweet656;"Isso é ironia Seu discurso na joven pan foi bem despolitizante E CHEIO de ressentimento kkkkk Piada so pode ce ne
"
Tweet657;"Você é um braço do Bolsonarismo Estão do mesmo lado Meus sinceros FODASE
"
Tweet658;"MAs quem tá na campanha do Bolso…
"
Tweet659;"cirogomes faz isso porque conhece toda a roubalheira que o Looolllla fez
"
Tweet660;"Acordem  Vcs estão sendo enganados o Lula não é esquerda é apenas um oportunista escolheu Temer e agora Alkimin de vice Acordem enquanto ainda há tempo Chico de Oliveira fundador do PT Acordem
"
Tweet661;"Vc tava bem a vontade  os seus parças gostaram teve até um general q amou Parabéns Meu vota será em  Luiz Inácio Lula da Silva  é 13
"
Tweet662;"Ciro Gomes tem vídeo com ataques ao PT compartilhado pelo General Heleno Revista Fórum
"
Tweet663;"O mais tosco é achar que isso nos esmurece Nós estaremos aqui pra ver esse castelinho de areia tombar de novo 
"
Tweet664;"Do tweet pra fora
"
Tweet665;"Mas o Ciro foi um dos mais íntimos Esse personagem que ele encena hoje não condiz com a história
"
Tweet666;"VOTO NO CIRO GOMES
"
Tweet667;"Este é o problema do Ciro Não  sabe avaliar momento que estamos vivendo Temos obrigação de derrotar o fascismo  O país é mais importante que o seu umbigo
"
Tweet668;"Que decadênciavergonha para o partido
"
Tweet669;"cirogomes cada vez é mais Cironaro Tem até broxa tweetando ele LulaNo1ºTurno
"
Tweet670;"Cabo eleitoral 
"
Tweet671;"Consegui gravar Posso mandar palguém equalizar octavioguedes diz q falou c lideranças históricas do PDT ñ achei legal c cirogomes as supostas opiniões dos caciques pdtistasgisellebezerra CarlosLupiPDT  antonionetopdt assim fica difícil pra militância
"
Tweet672;"três pessoas  que tenho nojo ouvir eles falandoSERGIO MOROBOLSONARO CIRO GOMES
"
Tweet673;"O Ciro Gomes é Janaína Paschoal do NordesteFala muuuita besteira mas as vezes até acerta
"
Tweet674;"CarlosLupiPDT e cirogomes mataram o PDT
"
Tweet675;"Dirigentes históricos do PDT temem que partido seja arrastado para constrangimento histórico Leiase  beneficiar Bolsonaro Agora no estudioi
"
Tweet676;"Pensar que ja fomos quase tietes
"
Tweet677;"Quando o capitãozinho delinquente agrediu a jornalista Vera também no debate E por mas será o último fazendo piadas sobre uma possível doença de Lula é o capitãozinho delinquente imitando os adoecidos pela COVID com falta de ar Ciro Gomes é um derrotado por natureza
"
Tweet678;"Linha auxiliar do fascismoPSDB   Ciro Gomes
"
Tweet679;"A pergunta éCiro mentiu
"
Tweet680;"É PRATICAMENTE NA MESMA MEDIDA EU VEJO TODA A ENTREVISTA DO ÍNICIO AO FIM
"
Tweet681;"Tá bom bolzonari disfarçado
"
Tweet682;"João Gomes foi cancelado pelos bolsonaristas por se posicionar contra o Bolsonaro pediu desculpas e começou a seguir o Bolsonaro agora tá sendo cancelado pelos lulopetistas O cirogomes tem razão esses país tá doente
"
Tweet683;"Inacreditável o serviço porco da mídia para tentar minar o apoio do Ciro Gomes dentro do próprio partido uma matéria atrás da outra
"
Tweet684;"Mas tu tá só o ódio e paixão 
"
Tweet685;"Ou será que o fanatismo tá te impedindo de enxergar a realidade Porque vários grupos fascistas já colaram no PDT e vocês nem tchum
"
Tweet686;"Uma pessoa que muda opiniões pétrias para mim perde o caráter Ciro estava ontem no Pânico diminuindo agenda identitária divulgando informação falsa sobre a saúde do Lula relativizando o não relativizável Hoje estava defendendo a caça na Amazônia Haja
"
Tweet687;"Nessa eu concordo com ele kkkk
"
Tweet688;"Eu apoio rede observatório
"
Tweet689;"Isso aqui é a obra de Ciro Gomes nessas eleições
"
Tweet690;"Eu não voto em quem é linha auxiliadora de extrema direita E meu presidente é Luiz Inácio Lula da Silva Queira você ou não
"
Tweet691;"Sai fora Ciro jamais será presidente desse país Volta pra Paris Lula2022
"
Tweet692;"CiroPresidente12
"
Tweet693;"Ah desculpa ele viajou foi curtir umas férias pós campanha na França kkkkk me poupe raso é vc que acha que o Ciro com seu coronelismo é a solução um egocêntrico e invejoso
"
Tweet694;"Explique aí cirogomes  E pensar que já votei no Sr
"
Tweet695;"Ciro se quer o bem do Brasil se retire da disputa você já tem uma rejeição maior que do Lula
"
Tweet696;"Vai pra Paris Ciro
"
Tweet697;"Quanto mais escuto o Ciro mais tenho saudades do Brizola
"
Tweet698;"Votem em Lula no primeiro turno
"
Tweet699;"Lembremos em 2018 Lula preso manteve sua candidatura até 1 mês antes das eleições energizou falsamente sua eleição e no final lançou o Haddad um candidato inócuo Perdeu como previsto e terceirizou a culpa
"
Tweet700;"Inveja ele queria ser o Lula 
"
Tweet701;"Sua análise é impecável Guilherme Tocou nos pontos principais da necessidade que temos de romper com essa falsa polarização a qual quer manter o mesmo modelo econômico e de governança política e inaugurar no Brasil um novo amanhecer com Ciro Gomes EuVoto12
"
Tweet702;"Seria o Ciro Gomes o Cabo Daciolo versão 2022
"
Tweet703;"VixxSe for colocar na conta todo mundo que esteve em algum momento aliado com o PT nas últimas décadas incluindo regionais sobrariam raras cabeças pra contar essa história 
"
Tweet704;"Simone Tebet afirmou que a publicação de Eduardo Bolsonaro pedindo para que aqueles que têm armas legais sejam voluntários da campanha de Jair Bolsonaro foi lamentável SimoneTebet Eleições2022 NoArNaCBN Aprizion
"
Tweet705;"A senhora como Senadora e seus pares deveriam ter colocado o Ensino profissionalizante para o Ensino Médio haja vista que precisamos de mão de obras jovem para continuar com o Brasil crescendo Independente de qualquer coisa tou cansado de ser enganado Esses Senadores só brigam
"
Tweet706;"Augusto Aras ‘acha que deve servidão a Bolsonaro’ na PGR diz Simone Tebet via radaronline
"
Tweet707;"VIGARISTA DE QUINTA CATEGORIA
"
Tweet708;"httpsforum21brcombrsimonetemer  DNA de Simone Tebet
"
Tweet709;"O cara realmente parou na 5a série 
"
Tweet710;"Simone Tebet afirmou que a publicação de Eduardo Bolsonaro pedindo para que aqueles que têm armas legais sejam voluntários da campanha de Jair Bolsonaro foi lamentável SimoneTebet Eleições2022 NoArNaCBN
"
Tweet711;"Tá no Senado como herança e ainda quer ensinar
"
Tweet712;"A senhora falando assim Da até vontade de acreditar  Mas a opção continua com Bolsonaro Antes da sua participação na CPI poderia até ser  votei três eleições consecutivas em Marina Silva  pra nada nada e nada  
"
Tweet713;"Nos últimos dias surgiu um meme sobre a semelhança da Simone Tebet com o Alfred Molina e como isso pautou a busca da candidata no Google
"
Tweet714;"simonetebetbr vcs ESQUERDOPATAS pensam que o Povo é ÓTARIO Essa suspensão por parte do Fachinstfé uma estratégia maquiavélicopois é jogada pra que o PR jairbolsonaro se manifeste contra o stfdaí busca irritálo e depois o acusálo de lutar contra a democracia…Daí…
"
Tweet715;"Já falamos sobre isso Voto no terceiro colocado e muita reza 
"
Tweet716;"Ao contrário do voto útil em Lulavotar certo emSimonetebet
"
Tweet717;"Essa candidata à presidência me dá uma preguiça
"
Tweet718;"Talvez daí tenha sido originada a minha confusão Obrigado pelo esclarecimento 
"
Tweet719;"Se vc não gosta de Bolsonaro e vota em Ciro ou Simone Tebet vc está abrindo portas para Bolsonaro ir para o 2 turno Não jogue seu voto fora dê um voto útil Eh uma eleição diferente o Brasil tem q se unir p tirar esse mal chamado Bolsonaro LulaNo1ºTurno miriamleitao
"
Tweet720;"Até o canalha da esquerda ter contradiz
"
Tweet721;"Relembrar é viver
"
Tweet722;"
"
Tweet723;"E a Simone tebet não para de subir amoooo
"
Tweet724;"Em nova pesquisa IPEC Lula se mantém estável com 44 enquanto o Bolsonaro perdeu 1 faltando 4 semanas para as Eleições2022
"
Tweet725;"Morre de inveja dona estepe Os apoiadores do Bolsonaro vão publicar esse vídeo toda vez que você postar algo A Michele da de 10 a 0 em você
"
Tweet726;"Essa Simone Tebet é uma politiqueira O debate só mostrou que ela mente com desenvoltura nada além disso Quem fizer campanha pra ela vai ver seu esforço ser convertido em apoio ao Lula no 2º turno A única opção no 1º turno é Davila
"
Tweet727;"Escrevi isso antes de ler que ela não teria votado a favor do ArasNesse quesito caso tenha votado pela recondução do Aras isso a iguala a Lula e Bolsonaro nesse quesito Mas no geral ela ainda é opção bem melhor Terceira via já 
"
Tweet728;"Se tem alguém Q vai sair mtO maior do Q entrou nessa eleição é a Simone Tebet O plano era se apresentar aos brasileiros ela conseguiu mtO mtO mais
"
Tweet729;"Tebet diz que Aras “senta em cima de processos de investigação da classe política” CNNnasEleiçõeshttpscnnbrappshortc2123404273…
"
